Name,upload_date,category,view_count,like_count,dislike_count,frames,number_shots,dark_perc_std,dark_perc_mean,saturated_perc_std,saturated_perc_mean,red_perc_std,red_perc_mean,white_perc_std,white_perc_mean,tags
a lil thrifting adventure + try on haul-tn_PvwGlgCw,20180517,Howto & Style,633013,21561,163,11871,171,78.50988788,114.9654006,3.417071712,1.632977405,26.37376107,14.59361808,100.3959592,153.4644392,"come thrifting with me, come thrifting with me 2018, come thriting with me goodwill, come thrifting with me vlog, come thrifting with me la, thrift haul, thrift store haul, thrift haul try on, thrift haul 2018, thrift haul try on 2018, goodwill haul, goodwill haul 2018, goodwill haul try on, try on thrift haul, try on thrift haul summer, try on thrift haul 2018, thrift vlog 2018, thrift with me, try on thrift haul spring"
a big fat post-grad existential crisis-KA0nGrdrG5A,20190530,Howto & Style,763160,85735,325,11631,69,41.06435045,38.06929041,0.94041123,0.263051477,127.5926668,61.60249618,111.375918,242.3640985,"post grad, post grad life, existential crisis, best dressed vlog, best mess, post grad depression, life after college, graduating college, post grad plans, best dressed, quarter life crisis, mid life crisis, life crisis, workaholic, consumerism, my truth, existenial, ucla, best dressed college, best dressed ucla, my college experience, graduating early, graduating in 3 years, adulting, becoming an adult, trying to adult, college graduate"
a quick channel update _really not that dramatic-Kk8HqLBkoT0,20200326,Howto & Style,1042331,121709,642,9350,42,9.759294231,225.4189842,0.064119941,0.047334995,3.108964782,8.435886644,5.554429214,25.78815128,"things are changing, dolan twins, update, burnout, mental health, youtuber burnout, bestdressed, youtube burnout, taking a break, i'm taking a break"
a realistic 'what i got for christmas'-JdOts_9VIss,20181228,Howto & Style,941392,64290,390,10630,85,17.14763955,115.6423268,2.072730939,0.782809367,3.396966196,4.328282828,39.15481333,216.9847705,"what i got for christmas, christmas haul, what i got for christmas 2018, what i got for christmas haul, christmas haul 2018, huge christmas haul, realistic what i got for christmas, gist ideas, gift ideas 2018, gift ideas for parents, gift ideas for teen girls, what i actually got for christmas, clothing haul, best dressed, what i got for my birthday, waht i got for christmas 2017, wat i got for christmas 2019"
a sPiCy summer thrift haul-5XaoizYNkr4,20180726,Howto & Style,1530615,57349,450,32178,409,37.245822,44.83864769,26.10382308,10.36389375,16.59173668,11.06307142,57.29522809,270.9540072,"thrift haul, thrift haul 2018, thrift haul try on, thrift haul goodwill, thrift haul vintage, thrift haul summer 2018, thrift haul summer, summer thrift haul, thrift store haul, thrift shop haul, big ass thrift haul, huge thrift haul, $100 thrift haul, huge try on thrift haul, back to school thrift haul, thrift flip, thrifted diy, thrifted transformation, thrift shopping haul, thrift shopping, thrift shopping at goodwill, thrift haul vintage dresses"
a week in my ~gLaMoRoUS~ life-8yX8sTWv5D8,20181213,Howto & Style,1316640,63982,217,14597,604,62.02137959,108.2177905,8.506051478,2.272818225,20.30743346,11.18912822,78.6032818,165.1108383,"a week in my life, week in my life, day in my life, vlogmas 2018, vlogmas day 1, bestdressed vlog, best dressed vlog, day in the life of a youtuber, week in the life, college week in my life, finals week vlog, exams vlog, ucla vlog, college vlog, film school vlog, school vlog, week in my life college, college vlog 2018, life of a youtuber, vlogmas, vlogmas college, weekly vlog, november vlog, december vlog, LA vlog, los angeles vlog, living in la, college in la"
A WEEK WITHOUT A PHONE-xJq0MNj6ua8,20190411,Howto & Style,1752585,94458,598,31473,546,76.93220435,103.8436725,2.758198274,0.343415325,11.74259099,4.972902734,90.58297094,202.8013592,"24 hours without a phone, no phone for a day, a week without a phone, phone addiction, social media addiction, quitting social media, goodbye social media, no phone for a week, smartphone addiction, 24 hours without my phone, manipulated tricked brainwashed, week in my life, weekly vlog, phone experiment, no phone for a month, living without a smartphone, living without a phone, i lived without a phone for a week, 7 days without a phone, digital minimalism"
"all the tea you need to know about me (boys, tinder, plans after college)-9z7wKjeazh4",20180908,Howto & Style,1014854,45660,230,32029,179,37.86105077,66.14186469,17.04312475,1.181127134,16.69843613,4.489588994,59.51520163,220.8584078,"spilling the tea, spilling the youtube tea, all the tea you need to know about me, spilling the tea questions, you ask i answer, you ask we answer, tinder storytime, bestdressed, bestdressed q and a, bestdressed questions, questions and answers, instagram q and a, living in la, college q and a, youtube q and a, tinder date, tinder horror story, tinder date storytime, tinder date story, let's talk about sex, girl talk, girl talk sex, sex q and a, teenage youtuber"
altering my clothes while bleeding out of my vagina -Uxzro6S-uHs,20181125,Howto & Style,1577375,100677,673,19387,180,34.17209665,60.35500237,0.502031062,0.157158647,4.45484941,6.539126623,53.07836108,237.7492053,"altering clothes, easy alterations, alter clothes without sewing machine, alter clothes by hand, alter clothes at home, alter clothes that are too big, alter thrift clothes, diy alter clothes, alter old clothes, girl talk, girl talk sex, let's talk about sex, girl talk periods, girl talk masturbation, sex ed, girl talk periods 101, periods 101, girl talk 2018, thrift flip, thrift flip 2018, altering pants, hem pants, hem pants without cutting, make skirt smaller"
an indecisive summer haul ft. my broke ass-JgV1E5IHZUg,20180614,Howto & Style,413754,15746,139,19514,238,33.05055087,50.84491806,10.6382733,1.678035631,17.58578162,9.960601532,48.74447133,275.809117,"summer haul, summer try on haul, summer haul 2018, summer clothing haul, summer haul try on, try on clothing haul 2018, summer try on clothing haul, try on haul summer 2018, try on haul summer, try on haul urban outfitters, try on haul afforable, try on haul la, clothing haul, huge summer haul, huge clothing hual, huge try on haul, summer trends, asos haul"
APARTMENT HUNTING IN LA (a strugglebus saga)-6uIY6vZPGDw,20190221,Howto & Style,1181431,63126,283,21478,548,64.50333176,113.9662616,2.374203705,1.072172472,7.624442155,3.687834225,73.5235607,153.5008642,"apartment hunting in la, apartment hunting in los angeles, apartment hunting los angeles, moing to la, moving to los angeles, how to find an apartment, i'm moving, moving vlog, moving to la vlog, apartment hunting tips, apartment hunting vlog, la apartment hunting vlog, apartment shopping, finding an apartment in la, how to find an apartment in los angeles, how to find an apartment in la, cost of living in la, cost of living in los angeles"
ashleys big sis advice,20181227,People & Blogs,944543,54530,183,26289,243,29.09283022,107.4810278,0.426027097,0.043317348,49.90795875,17.86995529,50.71065708,181.2542667,"dating advice, online dating advice, life advice, how to get your shit together, hwo to be more productive, girl talk, girl talk 2019, girl talk relationships, relationship advice, boyfriend tag, how to get a boyfriend, how to tell if a boy likes you, how to tell if a guy likes you, ucla film school, high school advice, advice for high schoolers, my college experience, apartment hunting in la, cost of living in la, how to get over a breakup, how to get over your ex"
ASHLEY'S DAY OFF-BFpbr4bfVZw,20180927,Howto & Style,311620,27016,134,5956,207,73.79575697,129.7370749,1.792016829,0.399600168,4.842520168,1.653922559,65.36329852,74.00863636,"lookbook, short film, ferris bueller's day off, ferris buellers day off, ferris bueller, LA, los angeles, fall lookbook, 2018, fall lookbook 2018, student film, la vlog, day in my life, adventure, twist and shout, twist n shout, life moves pretty fast, ferris bueller opening, music video, outfits of the week, ootw, fall outfit ideas, outfit inspo, outfit ideas, nasty gal, la lookbook, 80s lookbook"
ashley's guide to thrifting + reselling clothes-kKotxLrEKHE,20180628,Howto & Style,439856,17777,106,34999,233,41.21684105,65.46558873,1.409664016,0.280713058,1.2850134,0.590394206,56.21335936,271.9233942,"how to thrift and resell, how to thrift like a pro, how to thrift like a teen, how to thrift clothes, how to thrift shop at goodwill, how to thrift shop like a pro, thrifting and reselling, thrifting and flipping, thrifting and selling, thrifting and reselling clothes, thrifting and reselling clothes online, how to sell on depop, depop selling, depop vs poshmark, instagram shop, instagram store, starting an online clothing business, how to sell on poshmark"
BACK TO SCHOOL LOOKBOOK-ibWHC3ZYXAU,20180916,Howto & Style,937558,103540,361,6452,202,84.23953786,105.4333068,48.6561098,19.6026936,64.78184632,42.18066077,77.47923932,139.126855,"back to school lookbook, back to school lookbook 2018, back to school outfit ideas, outfit ideas for school, ootw first week of school, ootw for school, outfits for school, fall lookbook, fall lookbook 2018, back to college lookbook, back to college outfit ideas, college outfits, back to school outfits 2018, college lookbook, cute school outfit ideas, easy school outfit ideas, casual school outfits, short film, music video, fall outfit ideas, fall ootw, fall outfits 2018"
BACK TO SCHOOL THRIFTING + try on haul-DQ5IDINCMfw,20180823,Howto & Style,1246461,53969,246,17208,454,57.71183045,90.65797283,17.52471281,8.601712977,9.369864118,4.381018377,73.43064702,191.0535816,"thrift with me, thrift with me 2018, thrift with me goodwill, back to school shopping, back to school thrifting, try on thrift haul, thrift haul try on, thrift haul, thrift haul 2018, try on thrift haul 2018, back to school thrift haul, fall thrift haul, fall thrift haul 2018, back to school haul, back to school clothing haul, thrift with me try on haul, come thrifting with me, come thrifting with me 2018, come thrifting with me goodwill, come thrifting with me try on haul"
"BACK TO SCHOOL TRY-ON HAUL 2017 (zara, american eagle, abercrombie)-P04oNUPrF50",20170826,Howto & Style,148300,4639,46,17204,167,25.08608309,46.74478705,1.695314168,1.458703999,5.425810403,2.567890897,45.05048979,276.8466448,"try on back to school haul, try on haul back to school, try on clothing haul back to school, try on haul back to school 2017, haul 2017 try on, haul 2017 back to school, haul 2017 back to school clothing, american eagle haul 2017, abercrombie and fitch haul 2017, zara haul 2017, affordable clothing haul, try on haul 2017 school, try on haul 2017 college, back to school clothing haul, back to school haul, back to school haul try on, haul fall 2017, try on haul fall 2017"
Brandy Melville Lookbook _ Fall_Winter 2016-BjEvA_F6gmA,20160122,Howto & Style,27005,586,5,6548,59,38.11824633,66.28944714,0.004343244,0.001119687,24.81110489,8.910409123,83.42243004,273.5049115,"brandy melville, brandy melville lookbook, brandy melville photoshoot, brandy melville outfits, brandy melville inspired outfits, brandy melville outfit ideas, styling brandy melville, outfit ideas, outfit ideas for winter, winter lookbook 2015, winter lookbook 2016, winter outfit ideas, winter outfits 2015-16, winter outfit ideas for school, outfit ideas for school, outfit ideas for fall, fall outfit ideas, styling winter outfits, brandy melville haul, brandy melville 2016"
"Chatty Get Ready With Me _ Starting a YouTube Channel, College Applications & Working in Retail-aRa8TAg9u2o",20150928,Howto & Style,56478,2024,16,13094,50,16.12099341,60.96402014,5.720132581,9.468498173,4.345596999,12.85387046,14.25379517,78.71360724,"get ready with me, Get, ready, with, me, beauty, makeup, makeup routine, Retail (Industry), Fashion (Industry), Cosmetics (Quotation Subject), Work, College Application (Literature Subject), college, applications, chatty, talk, drugstore, Talking, drugstore makeup, chatty get ready with me, starting, youtube channel, youtube, starting a youtube channel, job, retail job, working in retail, outfit, fashion, Channel"
College Dorm Closet Tour + Organization Tips-rlsBbGTB7X0,20170605,Howto & Style,65358,2076,18,14648,229,49.48738267,130.0604941,2.132810994,1.751981547,19.01139931,14.59598488,60.20222728,155.2233385,"college dorm tour, college dorm tour 2017, college dorm closet, college dorm closet organization tips, college dorm organization, college dorm organization 2017, college dorm organization tips, college dorm room organization, dorm tour 2017, dorm room tour, dorm closet organization, dorm closet, dorm closet tour, dorm closet hacks, dorm closet ideas, dorm room closet organization, bestdressed, dorm wardrobe"
COLLEGE OOTW _ what i've been wearing lately-kYF9laBNGN8,20180201,Howto & Style,146041,5666,23,3644,153,68.68919103,79.50564972,4.488136594,2.06664812,12.23932348,6.010514752,101.1032082,207.1212977,"ootw college, ootw college edition, ootw college 2018, ootw college winter, winter ootw, ootw january, ootw 2018, ootw winter, ootw january casual outfits, ootw january 2018, winter outfits 2018, winter outfit ideas 2018, college outfits of the week, college outfits 2018, college outfits winter, college outfit ideas, outfit ideas for school, outfit ideas for school 2018, outfit idea 2018, what i wore this week, what i wore january, college lookbook, college lookbook 2018"
Come Shopping with Me! Finding the Perfect Pair of Jeans-NKEiiBZQEkk,20170413,Howto & Style,129595,3719,21,14685,258,64.95921965,101.160366,5.367134524,0.927977028,18.01872456,5.785937789,80.59490552,219.6394003,"buying jeans, buying jeans women, come shopping with me, come shopping with me for jeans, how to buy jeans, how to buy jeans that fit, how to buy jeans for women, how to buy jeans that fit properly, how to buy the perfect jeans, how to buy the perfect pair of jeans, how to find the perfect pair of jeans, how to find the perfect jeans, bestdressed, shopping vlog, the hunt for the perfect pair of jeans, finding the perfect jeans, buying the perfect jeans, shopping vlog 2017"
"Come Shopping With Me! Oxford Street, London-gsTxRVPrKdQ",20160616,Howto & Style,131132,1567,95,11431,527,69.13973387,97.62316011,15.07999626,3.489225129,24.15360988,5.99007148,96.42534852,212.0667352,"come shopping with me, come shopping with me 2016, shop with me, shop with me at the mall, shop with me oxford street, come shopping with me oxford street, shopping haul, shopping vlog, shopping vlog 2016, shopping vlog london, shopping vlog oxford street, oxford street shopping, shopping vlog and haul, shopping vlog mall, shopping for clothes vlog, h&m haul 2016, topshop haul 2016, zara haul 2016, shopping at shopshop, shopping at oxford street"
come thrifting with me in london! + try on haul-UXTXFp9SFpg,20191110,Howto & Style,1713731,103599,631,15973,474,58.27843566,113.7444732,25.31211945,9.719236538,30.15387446,16.69219925,54.30455768,118.3493092,"come thrifting with me, come thrift with me, thrift with me, thrift haul, thrift store, goodwill haul, vintage shopping, vintage stores, thrift with me london, thrifting in london, charity shop, try on haul, thrift haul try on, thrift haul 2019, fall thrift haul, thrift haul fall, come thrifting with me 2019, thrifting adventure, thrifting vlog, thrift vlog, thrift store trip, salvation army, goodwill, affordable haul, thrift flip"
COME THRIFTING WITH ME! _ vlog + try on haul 2017-q0VH1MBMYLE,20171005,Howto & Style,620754,15123,219,26759,839,57.54292879,115.0421358,25.5315351,5.72681144,15.86713511,9.938405326,70.1284884,146.7924306,"come thrifting with me, come thrifting with me 2017, come thrifting with me goodwill, come thrifting with me vlog, come thrifting with me los angeles, come thrifting with me la, come thrifting with me try on haul, thrift haul, thrift store haul, thrift haul try on, thrift haul 2017, thrift haul try on 2017, goodwill haul, goodwill haul 2017, goodwill haul try on, try on thrift haul, try on thrift haul fall, try on thrift haul 2017, thrift vlog 2017, thrift haul vintage"
come thrifting with me! + mini try on haul-CGjAxy8qM4Q,20180111,Howto & Style,119472,4833,44,7701,169,71.87794141,160.9652087,5.98884359,1.227992819,7.390506078,3.700662221,87.71555549,142.1743641,"come thrifting with me, come thrifting with me 2018, come thrifting with me goodwill, thrift haul, thrift vlog, thrift with me, come shopping with me, come thrifting with me vlog, come thrifting with me try on haul, thrift haul try on, thrift haul 2018, try on thrift haul, thrift haul goodwill, thrift store, thrift shop, thrift store haul, thrift store haul 2018, come shopping with me vlog, thrift store vlog, thrifting vlog, bestdressed, goodwill vlog, goodwill haul"
"Come Thrifting with Me! Austin, Texas-DChiS3FZrxQ",20170715,Howto & Style,153654,4027,50,12215,134,56.02336183,68.75972181,31.42099952,21.18026178,47.70167156,42.04135205,98.23575425,211.7624158,"come shopping with me, come thrifting with me, thrifting with me, come thrifting with me 2017, come thrifting with me summer 2017, thrifting haul 2017, thrifting with me 2017, thrifting haul, thrifting tips, thrifting in austin, thrifting in texas, thrift shopping vlog, thrift shopping haul, thrift shopping tips, thrifting vlog, thring shopping vlog 2017, thrift shopping vlog austin, come shopping with me 2017, shopping vlog"
Come Thrifting with Me! Downtown Philly-U14LC3QfFso,20170209,Howto & Style,106226,2555,51,10674,221,83.9668281,128.3826475,9.859435426,1.852016854,54.08516167,14.92909684,73.25353073,176.3381973,"come thrifting with me, thrifting with me, come thrifting with me 2016, come thrifting with me 2017, thrifting with me 2017, thrifting haul, thrifting haul 2017, thrifting tips, thrifting in philly, thrifting in philadelphia, thrift shopping vlog, thrift shopping haul, thrift shopping tips, thrift shopping vlog 2017, thrift shopping vlog philly, thrifting vlog, come thrift shopping with me, come shopping with me, come shopping with me philadelphia"
COME THRIFTING WITH US! at the rose bowl flea market-8YC_KkYl3zM,20181121,Howto & Style,836764,40657,516,10597,620,58.30396168,94.48277957,19.03966019,5.325998752,27.98335827,13.01347511,68.86918002,152.410947,"come thrifting with me, come thrifting with us, thrift with me, thrifting vlog, thrifting in LA, rose bowl flea market, flea market, rose bowl, rose bowl flea market vlog, come shopping with me, shopping vlog, thrift store, thrifting, thrift store vlog, thrift shop haul, thrift haul, come thrifting with me 2018, come thrifting with me fall, come thrifting with me goodwill, rose bowl 2018, thrift shops in LA, bestdressed boyfriend, fall thrifting, fall thrift haul"
cutting my own bangs at 2am,20190207,Howto & Style,2061314,93673,927,8912,162,30.34091021,86.96912435,6.992007876,5.92157688,83.79372508,67.5550087,49.4111521,145.6946821,"cutting my own bangs, i cut my own bangs, how to cut your own bangs, how to cut your bangs, how i cut my bangs, cutting my bangs wispy, cutting my bangs at 3am, cutting my bangs at home, cutting my bangs aesthetic, cutting my bangs success, how to cut your fringe, i cut my bangs, new hair, hair transformation, my hair journey, aesthetic bangs, wispy bangs, how to style bangs, cutting my own fringe, cutting my bangs, cutting my bangs at 2am, cutting my bangs fail"
DATE NIGHT OUTFIT IDEAS _ valentines day lookbook-RXxuUA2bLVo,20180212,Howto & Style,365834,14991,71,7237,159,55.9478602,97.08844697,10.71716811,3.955878227,6.260117124,3.115183081,83.84191256,205.5576845,"date night outfits, date night outfits winter, date night outfits 2018, valnetines day lookbook 2018, valentines outfit ideas, valentines day lookbook, date outfits, first date outfits, outfit ideas 2018, outfit ideas, date night outfit, outfit ideas for winter, outfit ideas winter, outfit ideas for first date, valentines outfits, outfits ideas for a date, thrifted lookbook, thrifted outfits, thrifted outfits 2018, what to wear on a first date, what to wear on a date"
Dressing for New Year's Eve on a Budget-voZyNXF54G4,20161227,Howto & Style,15009,403,4,11424,74,70.05956568,150.934359,0.580176765,0.140436552,0.297757079,0.271827624,54.94137013,157.6185711,"bestdressed, new year's eve outfit ideas, new year's eve, new year's day, new years eve party outfit ideas, new years eve party, new years eve outfits, new years eve 2017, nye outfits 2017, nye outfit, nye outfit ideas 2017, nye party outfit ideas 2017, nye outfits affordable, nye outfits on a budget, new years outfit, new years outfits 2017, new years outfit ideas 2017, new years eve outfit ideas, modelcitizen, nye 2017, last minute nye outfits, quick nye outfits"
Dying My Hair Dark Brown At Home + Color Maintenance-4RmmiwHYQcA,20170720,Howto & Style,359742,5571,73,13529,103,45.49748683,92.59734679,8.089889334,2.973313101,30.29954469,24.78149205,83.02335921,209.6904584,"dying my hair, dying my hair brown, dying hair brown, hair transformation, hair transformation light to dark, hair transformation before and after, hair color transformation before and after, hair color at home, hair color light to dark, hair color dark brown, dying my hair dark brown, dying my hair dark brown at home, watch me dye my hair, watch me dye my hair brown, wella demi permanent hair color, how to dye your hair dark brown, how i dye my hair at home"
eating 1 million pieces of cereal for 1 million subscribers-eIbYMAecsyY,20190314,Howto & Style,895796,73965,365,19070,396,38.50611378,68.80048507,46.33350399,46.67392943,30.74224159,39.8644941,55.22688411,166.3554719,"one million subscribers, 1 million subscribers, thanks a million, eating challenge, trying every cereal, taste test, cereal taste test, trying every cereal in the grocery store, every brand of cereal, unusual cereals, cinnamon toast crunch, best dressed cereal, eating one milion pieces of cereal, 10000 calorie challenge, ten thousand calorie challenge, mukbang, cereal mukbang, breakfast mukbang"
eating a bowl of cinnamon toast crunch for 100k-aAVQ7Pc0XoQ,20180712,Comedy,94704,7063,41,9603,6,30.07741745,31.03923552,0.269314394,0.193495514,2.041522717,1.526057678,61.81768528,148.6399267,"100k subscribers, hitting 100k, 100000 subscibers, bestdressed, youtube silver button, hitting 100k subscibers, 100k subscribers celebration, thank you for 100k, subsciber milestone, youtuber milestone, hitting 100 000 subscibers, reaching 100k, reaching 100k subscibers, reaching 100 000 subscibers, getting the youtuber silver play button, youtube play button, youtube silver play button, ashley bestdressed, bestdressed channel"
EXTREME BEDROOM MAKEOVER -3n99jqOdeSw,20190704,Howto & Style,4869964,249677,1962,25847,670,71.43996688,106.4773207,9.403937101,3.60190177,11.61845893,6.948779461,77.20932038,205.9389359,"room makeover, the ultimate bedroom makeover, extreme room makeover, bedroom makeover, diy bedroom makeover, bedroom makeover on a budget, apartment makeover, room tour, room makeover diy, room makeover aesthetic, carpet to hardwood, college dorm makeover, college room makeover, room makeover 2019, room makeover urban outfitters, room makeover for teen, room makeover on a budget, room makeover timelapse, room makeover for small rooms, room makeover for men"
EXTREME CLOSET CLEANOUT _marie kondo is quaking-0nFRKNt0-WI,20191010,Howto & Style,2533389,132384,646,26253,436,50.5376055,105.9691673,8.260648435,4.58592504,22.54384088,21.9941376,70.51760603,172.503654,"extreme closet cleanout, closet cleanout, closet clean out, closet cleaning, organizing my closet, cleaning my room, organizing my room, closet organization, marie kondo, closet organization for small clothes, closet declutter, declutter, closet clean out 2019, closet clean out try on, trying on everything in my closet, trying on all my clothes, closet clean out and organization, closet clean out minimalism, closet cleaning time lapse, konmari method, closet purge"
Fall 2016 Morning Routine!-EubcTc8_5d4,20161109,Howto & Style,19145,816,57,6297,6,98.38447715,357.9265215,0.384109715,0.111369195,2.93779033,0.682509053,71.90942231,21.03749762,"post election, fall 2016 morning routine, post election reaction, bestdressed, morning routine for school, morning routine fall, morning routine 2016, morning routine fall edition, morning routine fall edition 2016, morning routine fall school, morning routine fall 2016, donald trump, hilary clinton, dry humor, election 2016, election results 2016, us election results 2016, beauty video satire, funny beauty video, fall morning routine"
FALL COLLEGE OOTW + college update! -V4NZrgpUUUk,20181011,Howto & Style,587296,33680,107,9135,214,45.60832586,108.210961,13.32029598,4.520243554,18.05158458,17.24178185,50.51948268,150.7279733,"ootw, outfits of the week, ootd, outfit of the day, college ootw, outfits of the week school, school, college, ucla, film school, film school outfits, 2018, art school, ootw college, what i wear in college, fall, fall ootw, fall outfit ideas, outfit inspo, college outfits, school outfits, fall outfits, comfy outfits, fall lookbook, outfits of the week college, ootw first week of school, ootw college edition, college ootd, college ootd casual, ootw college fall"
"FALL HAUL thrifted clothes, new shoes + groovy pants-iEj6dESYW4g",20180913,Howto & Style,985113,37437,271,26499,279,34.94053262,61.07542661,4.889357973,1.200605487,6.71143654,5.611908861,49.81617006,181.8083965,"fall haul 2018, fall clothing haul, faul thrift haul, urban outfitters haul, try on haul, try on haul 2018, thrift haul try on, shoes haul, topshop, nasty gal, asos, thrift haul 2018, thrift haul vintage, back to school haul, back to college haul, fall haul clothing, nasty gal haul, shoe collection, doc martens, doc martens 1460, fall boots, fall basics, affordable clothing haul"
FALL OOTW _ thrifted outfits of the week-fT_Y66DXkWs,20171109,Howto & Style,76413,2600,13,5037,114,34.6008126,31.88871141,18.43417212,2.995512352,3.08384889,1.442603748,68.09356967,310.2341183,"ootw fall, ootw november, ootw college, fall outfits, fall outfits 2017, fall outfits 2017 for school, fall outfits for school, thrifted outfits, thrifted outfits of the week, thrifted outfti ideas, thrfited outfits 2017, college outfits of the week, college outfit ideas, outfit ideas 2017, college outfits fall, outfits of the week fall 2017, outfits of the week college, thrifted lookbook, thrifted lookbook 2017"
fall thrifted outfits of the week -dZy6A_ihA20,20190929,Howto & Style,1357513,96621,368,12022,102,43.99016539,103.9692394,0.348792363,0.041295433,8.129131895,10.71364068,40.73517129,224.636191,"outfits of the week, fall outfit ideas, outfit ideas 2019, fall ootw, ootw college, thrift haul, thrift haul 2019, fall thrift haul, thrift haul try on, try on thrift haul, how to style thrifted clothes, thrifting, come thringing with me, ootd, casual outfit ideas, fall haul, outfit ideas fall, outfit ideas for school, what i wore this week, what i've been wearing lately, outfit diaries, outfits of the week fall, fall trends, fall lookbook"
FALL TRY ON THRIFT HAUL (vintage levi's + goodwill finds)-CpIRR5WooUE,20171102,Howto & Style,720260,24528,333,31578,299,31.61714587,72.52165079,12.31566945,1.9805129,10.46180629,12.22257243,53.78112063,238.8762601,"cheap thrift haul, thrift store haul, thrift store finds, thrift store shopping, thrift haul 2017, thrift haul try on, thrift haul goodwill, thrift haul try on 2017, thrift haul vintage, thrifting try on haul, thrifting haul 2017, thrifting haul and try on, thrifted transformation, thrift diy, thrift haul for resale, thrift haul for poshmark, thrift haul fall 2017, thrift store haul designer, thrift haul levis, fall thrift haul, fall thrift haul 2017"
FASHION WEEK REVIEW (aka low key roasting designers)-NH-naB3j3v8,20180308,Howto & Style,143889,6657,78,8596,50,32.3285406,107.4267199,10.01272229,1.687689543,1.153981184,2.228502519,50.58945047,209.2409198,"nyfw 2018, nyfw, nyfw 2018 vlog, nyfw review, fashion week review, fashion review, oscars fashion review, paris fashion week 2018, paris fasion week, london fashion week, milan fashion week 2018, milan fashion week, gucci fall 2018, alexander wang fall 2018, alexander wang runway, gucci runway, runway fashion review, fashion police, fashion week runway looks, fashion week 2018, fasion week fall 2018, versace fall 2018, runway trends 2018, fashion police fashion week"
Finding My Perfect Brow Shape _ Testing 3 Different Brows-wDwQDAmG_IY,20170504,Howto & Style,21868,668,2,10737,104,46.68840539,129.8919532,0.917077053,0.364303144,12.38540075,9.764844134,80.70860055,124.6967262,"brow shape for your face, brow shape for round face, brow shape tutorial, brow shape for hooded eyes, best brow shape, change brow shape, change your brow shape, change eyebrow shape, best eyebrow shape, perfect brow shape, perfect eyebrow shape, different eyebrow shapes, different brow shapes, what brow shape, finding your brow shape, finding your eyebrow shape, different brow styles"
FRIDAY NIGHT (a short film on 16mm)-6Ank9xGBuuA,20180621,Film & Animation,177645,11680,53,5035,1,42.46141391,336.9166955,0,0,0,0,21.09573163,24.28948734,"short film, 16mm, 16mm film, ucla student film, ucla cinematography project, ucla short film, student film, 16mm student film, 16mm project, arri s, how to shoot on 16mm, bestdressed, bestdressed film, college film, feeling lonely in college, silent film, dodie 6/10, dodie 6/10 music video, dodie music video, kodak, black and white film, black and white 16mm, kodak 16mm, kodak 16mm black and white, kodal 16mm reversal"
geeking out about movies for 24 minutes straight (my favorite films)-Qk4ZWM3JFaI,20190620,Howto & Style,1107210,84152,438,35534,611,113.5819536,164.1745251,14.79947414,1.840094401,28.99394619,13.56046292,84.09814863,135.4024167,"best films of 2019, my favorite films, my favorite movies, 500 days of summer, gone girl, eternal sunshine of the spotless mind, film school, top 10 films, my 10 favorite films, best movies, best movies of all time, christopher nolan, movies to watch before you die, movies to watch this summer, best movies in history, social network, film student, sorry to bother you, film analysis, best movies to watch, best movies on netflix, best movies 2018, best movies 2019, oscars"
Get Ready With Me - High School Graduation Hair + Makeup-ZdyUlrhiWU8,20160610,Howto & Style,31585,789,10,11782,150,24.52372465,61.11120464,27.91009085,11.95340753,29.07217381,31.61089115,69.73429444,144.8832738,"graduation makeup, graduation makeup high school, high school graduation makeup, easy graduation makeup, simple graduation makeup, get ready with me graduation, get ready with me graduation 2016, grwm gradaution, grwm graduation 2016, get ready with me high school graduation, graduation makeup tutorial, graduation makeup and hair, how to put on a graduation cap, graduation hairstyles, graduation hairstyles for medium hair, graduation hairstyles 2016"
getting _litty_ on my 21st birthday-FfmcHcbGaVI,20190512,Howto & Style,1040888,68549,398,13842,370,115.3262901,164.2506294,17.06273408,6.187841961,39.93326253,32.00024238,88.33723078,99.41070113,"21st birthday, 21st birthday vlog, birthday vlog, 21st birthday outfit, 21st birthday grwm, girls night out, bars in la, la nightlife, downtown la, la clubs, la vlog, los angeles, los angeles vlog, day in my life, day in my life youtuber, day in my life la, day in the life, best dressed, college party, how to shotgun a beer"
getting my sh_t together _adult mode activate-VB73FOWqsoY,20190912,Howto & Style,2085460,138228,662,24761,551,74.90326341,164.3982702,5.406118223,0.915828072,18.41425646,16.37140152,57.75079133,118.1084438,"adulting, teenager tries adulting, teenager tries adulting for a day, day in my life, day in the life of a teenager livign alone, day in the life living alone, living alone, living along in la, trying to adult, how to get shit done, how to get your shit together, get your life together, productivity, productive day in my life, bullet journal, organization, planner layout, journaling, cleaning my messy apartment, vlog, my life in la, work day in my life, work vlog, work week"
